,CountryOther,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,SeriousCritical,TotCases-1Mpop,Deaths-1M pop,TotalTests,Tests-1M pop
43,Colombia,3105,126,131,4,452,2522,106,61,3,45423,893
44,Congo,117,43,5,0,11,101,0,21,0.9,0,0
45,CostaRica,626,8,4,1,67,555,11,123,0.8,9089,1784
46,Croatia,1741,37,33,2,473,1235,31,424,8,19256,4691
47,Cuba,814,48,24,3,151,639,15,72,2,20451,1806
48,Curaçao,14,0,1,0,10,3,0,85,6,230,1402
49,Cyprus,715,20,12,0,65,638,8,592,10,17923,14845
50,Czechia,6216,105,166,5,819,5231,84,580,16,137672,12856
51,DRC,254,13,21,1,21,212,0,3,0.2,0,0
52,Denmark,6681,170,309,10,2748,3624,89,1153,53,77712,13417
53,DiamondPrincess,712,0,12,0,639,61,7,0,0,0,0
54,Djibouti,435,72,2,0,71,362,0,440,2,5936,6008
55,Dominica,16,0,0,0,8,8,0,222,0,345,4793
56,DominicanRepublic,3614,328,189,6,208,3217,143,333,17,9275,855
57,Ecuador,7858,255,388,19,780,6690,135,445,22,26093,1479
58,Egypt,2505,155,183,5,589,1733,0,24,2,25000,244
59,ElSalvador,159,10,6,0,30,123,2,25,0.9,7785,1200
60,EquatorialGuinea,51,10,0,0,4,47,0,36,0,854,609
61,Eritrea,35,0,0,0,0,35,0,10,0,0,0
62,Estonia,1400,27,35,4,117,1248,10,1055,26,33967,25606
63,Eswatini,15,0,0,0,8,7,0,13,0,714,615
64,Ethiopia,85,3,3,0,15,67,0,0.7,0.03,4988,43
65,FaeroeIslands,184,0,0,0,166,18,0,3766,0,5677,116182
66,FalklandIslands,11,0,0,0,1,10,0,3161,0,137,39368
67,Fiji,16,0,0,0,0,16,0,18,0,0,0
68,Finland,3237,76,72,8,300,2865,75,584,13,48828,8813
69,France,147863,4560,17167,1438,30955,99741,6457,2265,263,333807,5114
70,FrenchGuiana,86,0,0,0,51,35,1,288,0,0,0
71,FrenchPolynesia,55,0,0,0,0,55,1,196,0,920,3275
72,Gabon,80,23,1,0,4,75,0,36,0.4,0,0
73,Gambia,9,0,1,0,2,6,0,4,0.4,281,116
74,Georgia,306,6,3,0,71,232,6,77,0.8,5027,1260
75,Germany,134753,2543,3804,309,72600,58349,4288,1608,45,1728357,20629
76,Ghana,636,0,8,0,17,611,2,20,0.3,44421,1430
77,Gibraltar,131,2,0,0,104,27,1,3888,0,1649,48945
78,Greece,2192,22,102,1,269,1821,72,210,10,50771,4871
79,Greenland,11,0,0,0,11,0,0,194,0,912,16065
80,Grenada,14,0,0,0,0,14,2,124,0,92,818
81,Guadeloupe,145,0,8,0,67,70,13,362,20,0,0
82,Guatemala,180,13,5,0,19,156,3,10,0.3,1134,63
83,Guinea,404,41,1,1,31,372,0,31,0.08,0,0
84,Guinea-Bissau,43,0,0,0,0,43,0,22,0,1500,762
85,Guyana,55,8,6,0,8,41,5,70,8,213,271
86,Haiti,41,1,3,0,0,38,0,4,0.3,365,32
87,Honduras,419,12,31,5,9,379,10,42,3,1600,162
88,HongKong,1017,4,4,0,459,554,10,136,0.5,116273,15509
89,Hungary,1579,67,134,12,192,1253,58,163,14,37326,3864
90,Iceland,1727,7,8,0,1077,642,8,5061,23,37386,109558
91,India,12322,835,405,12,1432,10485,0,9,0.3,244893,177
92,Indonesia,5136,297,469,10,446,4221,0,19,2,36000,132
93,Iran,76389,1512,4777,94,49933,21679,3643,909,57,299204,3562
94,Iraq,1415,15,79,1,812,524,0,35,2,46135,1147
95,Ireland,12547,1068,444,38,77,12026,158,2541,90,90646,18358
96,IsleofMan,256,2,4,2,151,101,13,3011,47,2175,25578
97,Israel,12501,455,130,7,2563,9808,180,1444,15,117339,13557
98,Italy,165155,2667,21645,578,38092,105418,3079,2732,358,1117404,18481
99,IvoryCoast,638,0,6,0,114,518,0,24,0.2,0,0
100,Jamaica,125,20,5,1,21,99,0,42,2,1391,470
101,Japan,8100,215,146,0,853,7101,152,64,1,89551,708
102,Jordan,401,4,7,0,250,144,5,39,0.7,20500,2009
103,Kazakhstan,1295,63,16,2,240,1039,20,69,0.9,81359,4333
104,Kenya,225,9,10,1,53,162,2,4,0.2,9630,179
105,Kuwait,1405,50,3,0,206,1196,31,329,0.7,0,0
106,Kyrgyzstan,449,19,5,0,78,366,5,69,0.8,26147,4008
107,Laos,19,0,0,0,1,18,0,3,0,1235,170
108,Latvia,666,9,5,0,44,617,3,353,3,29896,15850
109,Lebanon,658,17,21,0,85,552,30,96,3,17260,2529
110,Liberia,59,0,6,0,4,49,0,12,1,0,0
111,Libya,48,13,1,0,9,38,0,7,0.1,585,85
112,Liechtenstein,79,0,1,0,55,23,0,2072,26,900,23605
113,Lithuania,1091,21,30,1,138,923,14,401,11,44677,16412
114,Luxembourg,3373,66,69,2,526,2778,33,5388,110,30723,49080
115,MSZaandam,9,0,2,0,0,7,0,0,0,0,0
116,Macao,45,0,0,0,15,30,1,69,0,0,0
117,Madagascar,110,2,0,0,29,81,1,4,0,0,0
118,Malawi,16,0,2,0,0,14,1,0.8,0.1,343,18
119,Malaysia,5072,85,83,1,2647,2342,56,157,3,87183,2694
120,Maldives,22,2,0,0,16,6,0,41,0,2899,5363
121,Mali,148,4,13,0,34,101,0,7,0.6,0,0
122,Malta,399,6,3,0,44,352,4,904,7,20139,45611
123,Martinique,158,1,8,2,73,77,17,421,21,0,0
124,Mauritania,7,0,1,0,2,4,0,2,0.2,593,128
125,Mauritius,324,0,9,0,65,250,3,255,7,8279,6510
126,Mayotte,217,0,3,0,69,145,3,795,11,1500,5498
127,Mexico,5399,385,406,74,2125,2868,207,42,3,40091,311
128,Moldova,2049,115,46,5,171,1832,80,508,11,6271,1555
129,Monaco,93,0,3,2,12,78,2,2370,76,0,0
130,Mongolia,30,0,0,0,5,25,0,9,0,1000,305
131,Montenegro,288,5,4,0,55,229,7,459,6,3874,6168
132,Montserrat,11,0,0,0,1,10,1,2204,0,36,7212
133,Morocco,2024,136,127,1,229,1668,1,55,3,10392,282
134,Mozambique,29,1,0,0,2,27,0,0.9,0,793,25
135,Myanmar,74,11,4,0,2,68,0,1,0.07,2836,52
136,Namibia,16,0,0,0,3,13,0,6,0,362,142
137,Nepal,16,0,0,0,1,15,0,0.5,0,6299,216
138,Netherlands,28153,734,3134,189,250,24769,1279,1643,183,140845,8220
139,NewCaledonia,18,0,0,0,1,17,1,63,0,3002,10515
140,NewZealand,1386,20,9,0,728,649,3,287,2,66499,13790
141,Nicaragua,9,0,1,0,4,4,0,1,0.2,0,0
142,Niger,584,14,14,0,90,480,0,24,0.6,4427,183
143,Nigeria,407,34,12,1,128,267,2,2,0.06,5000,24
144,NorthMacedonia,974,66,45,1,98,831,15,468,22,9262,4446
145,Norway,6740,117,150,11,32,6558,64,1243,28,130216,24020
146,Oman,910,97,4,0,131,775,3,178,0.8,0,0
147,Pakistan,6383,546,111,15,1446,4826,46,29,0.5,73439,332
148,Palestine,374,66,2,0,63,309,0,73,0.4,17329,3397
149,Panama,3574,0,95,0,72,3407,106,828,22,16053,3720
150,PapuaNewGuinea,2,0,0,0,0,2,0,0.2,0,72,8
151,Paraguay,161,2,8,1,23,130,1,23,1,3888,545
152,Peru,11475,1172,254,24,3108,8113,146,348,8,109385,3318
153,Philippines,5453,230,349,14,353,4751,1,50,3,45486,415
154,Poland,7582,380,286,23,668,6628,160,200,8,156493,4135
155,Portugal,18091,643,599,32,383,17109,208,1774,59,208314,20430
156,Qatar,3711,283,7,0,406,3298,37,1288,2,54484,18911
157,Romania,7216,337,372,21,1217,5627,245,375,19,74827,3890
158,Russia,24490,3388,198,28,1986,22306,8,168,1,1517992,10402
159,Rwanda,136,2,0,0,54,82,0,11,0,6237,482
160,Réunion,391,0,0,0,237,154,3,437,0,0,0
161,S.Korea,10591,27,225,3,7616,2750,55,207,4,534552,10426
162,SaintKittsandNevis,14,0,0,0,0,14,0,263,0,234,4399
163,SaintLucia,15,0,0,0,11,4,0,82,0,319,1737
164,SaintMartin,35,3,2,0,13,20,5,905,52,0,0
165,SaintPierreMiquelon,1,0,0,0,0,1,0,173,0,0,0
166,SanMarino,372,0,36,0,53,283,15,10963,1061,846,24933
167,SaoTomeandPrincipe,4,0,0,0,0,4,0,18,0,19,87
168,SaudiArabia,5862,493,79,6,931,4852,71,168,2,150000,4309
169,Senegal,314,15,2,0,190,122,1,19,0.1,0,0
170,Serbia,4873,408,99,5,400,4374,128,558,11,26278,3008
171,Seychelles,11,0,0,0,0,11,0,112,0,0,0
172,SierraLeone,13,2,0,0,0,13,0,2,0,0,0
173,Singapore,3699,447,10,0,652,3037,29,632,2,72680,12423
174,SintMaarten,53,1,9,0,5,39,2,1236,210,157,3662
175,Slovakia,863,28,6,4,151,706,5,158,1,31491,5768
176,Slovenia,1248,28,61,5,165,1022,34,600,29,37114,17852
177,Somalia,80,20,5,3,2,73,2,5,0.3,0,0
178,SouthAfrica,2506,91,34,7,410,2062,7,42,0.6,90515,1526
179,SouthSudan,4,0,0,0,0,4,0,0.4,0,0,0
180,Spain,177644,3584,18708,453,70853,88083,7371,3799,400,650755,13918
181,SriLanka,238,5,7,0,63,168,1,11,0.3,4768,223
182,St.Barth,6,0,0,0,4,2,0,607,0,0,0
183,St.VincentGrenadines,12,0,0,0,1,11,0,108,0,87,784
184,Sudan,32,0,5,0,4,23,0,0.7,0.1,0,0
185,Suriname,10,0,1,0,6,3,0,17,2,0,0
186,Sweden,11927,482,1203,170,381,10343,954,1181,119,74600,7387
187,Switzerland,26336,400,1239,65,15400,9697,386,3043,143,199000,22993
188,Syria,33,4,2,0,5,26,0,2,0.1,0,0
189,Taiwan,395,2,6,0,137,252,0,17,0.3,49748,2089
190,Tanzania,88,35,4,1,11,73,0,1,0.07,0,0
191,Thailand,2643,30,43,2,1497,1103,61,38,0.6,100498,1440
192,Timor-Leste,8,2,0,0,1,7,0,6,0,0,0
193,Togo,81,4,3,0,35,43,0,10,0.4,3036,367
194,TrinidadandTobago,114,1,8,0,19,87,0,81,6,1282,916
195,Tunisia,780,33,35,1,43,702,89,66,3,13137,1112
196,Turkey,69392,4281,1518,115,5674,62200,1820,823,18,477716,5664
197,TurksandCaicos,10,0,1,0,0,9,0,258,26,71,1834
198,UAE,5365,432,33,5,1034,4298,1,542,3,767000,77550
199,UK,98476,4603,12868,761,0,85264,1559,1451,190,398916,5876
200,Uganda,55,0,0,0,12,43,0,1,0,7693,168
201,Ukraine,3764,392,108,10,143,3513,45,86,2,39084,894
202,Uruguay,492,0,8,0,260,224,14,142,2,9929,2858
203,Uzbekistan,1302,137,4,0,107,1191,8,39,0.1,70000,2091
204,VaticanCity,8,0,0,0,2,6,0,9988,0,0,0
205,Venezuela,197,8,9,0,111,77,6,7,0.3,225009,7913
206,Vietnam,267,1,0,0,171,96,8,3,0,135938,1397
207,WesternSahara,6,0,0,0,0,6,0,10,0,0,0
208,Yemen,1,0,0,0,0,1,0,0.03,0,0,0
209,Zambia,48,3,2,0,30,16,1,3,0.1,1696,92
210,Zimbabwe,23,6,3,0,1,19,0,2,0.2,716,48
